	text	category
3115	 Film kandu.....Nalla movie aan dharyam ayi book cheythoolu🤗	Positive
3116	 Gopisunder pulimurukan eduthappozulla music padangal onnum marnnittia...engu rajayil eathinilkumbazum..elllam oruikalkudui avatharippikunnondu	Negative
3117	 Trailer pwoli ............... .25	Positive
3118	 Trailer...kozhapila.....cinemayum nallatai vernam....pritvirajine viswasam Anu....but murali gopy story ayond Oru pedi	Mixed_feelings
3119	 Video kanunnathu munne comments aanunokye  ath kndple video sPrb aavummnnuthonni  powli  kAtta waiting fOr LUCIFER	Positive
3120	 Surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo	unknown_state
3121	 Katta waiting lalettaaaaa2' nd on trending kuwait	Positive
3122	 Oru rekshayum illa......katta waiting......mathukutty mike kondu maathram alla camera kondum njettichu kalanjirikkunnu	Positive
3123	 Black t-shartil iruttinte maravil oro  scenilum  kanunath rajuyettanu	unknown_state
3124	 Thallu vidunna moopanu pakaram appan  Daddy girija  Peter hein fight ( parannadi) Pulikk pakaram patti  Pinne mainayum same costume (Anushree)  .	Negative
3125	 Kgf movie kanda pola oru feel..... Endhayalum laleta kalakki	Positive
3126	 Cinemakal koodumthorum age kuranju varuvanalloo.. Kidu look..  HBD IKKA	Positive
3127	 Mamangam marana mass akum allathe pinne	Positive
3128	 Ithu njangal polichadukkum. Love you latetta.....	Positive
3129	 Raja trailer nu oru pulimurugan touch.. #goosebumps	Positive
3130	 Raju ettan kurve  nallonm thonnunde	Negative
3131	 Oru njettalum illa romanjavum illa ayye	Negative
3132	 Gunddaa rashtriyum.... Swandammmm raksthasakshikkaleaa enddakorkkk kaananddaa padam	unknown_state
3133	 Ittychante Vakka Oru Simple Vedikatte  Ufff  Adi Makkale Like	unknown_state
3134	 Padam kand trailer kanuvan vannvar undo..poli film	Positive
3135	 Nairmare vendannu paranja Kallamark kanich koduk ...Nairmarude karuth...lalettan and prithivi...tholpikkanam ee electinu....	Negative
3136	 Lalaten fan onnu ange like poratta	unknown_state
3137	 Voiceatokke ikka kasargod muthal tirupanantapuram vare	unknown_state
3138	 Saathana vellan kelpulla rajavu ennu thonnunnavar like adi.	unknown_state
3139	 Mammookka  love you ikkayanu loka ithihasa nayakan kolakomban...	Positive
3140	 Dislike adikkunnna 12 k kundanmare poyi ooombikkolu adhey nadkkuuu nanamkettttav hijadagal	Negative
3141	 lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........	Positive
3142	 Last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa	Positive
3143	 Pala bgm um ketta pole thonnunundelum kidu feel	Mixed_feelings
3144	 Polichu  Pakka Oru Telugu Thriller Movie Pole Und.. Enthayalum Lucifer Theater Polichadukkam...	Positive
3145	 Vysakh etta padam kandu  oru raksheyum illaa  powliii Ningal marnamassalla athukkum mele aan Waiting for #Minister Raja	Positive
3146	 Annnnnnooii oru rakshem ella pwoliiiiiino words	Positive
3147	 Kidu energetic trailer     dislike adikkanum venam oru manakkatti	Positive
3148	 Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....	Negative
3149	 aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu	Negative
3150	 Njan kandu  Mammooka ithan.. Da dhamu ni tirnnada	unknown_state
3151	 Tovinokk Rahul Gandhide oru chaaya kaachal 🤔🤔🤔🤔	unknown_state
3152	 Padam kndit vndum trailer kanumpo veror feel	Positive
3153	 laletta na pole orale ullu malayalikalude ahagaramaya mohnlal	Positive
3154	 Mamooka Dulquerinde Bappa anno adho chettano🥰	unknown_state
3155	 Ithu pradheekshikuna ....pole avilla ...padam avarage ...	Mixed_feelings
3156	 Youtube enagne  hang akathirikkum .korach koodiya item alle vannikkn	Positive
3157	 Pulimurugan copy adi pole ind stund seen ellam	Mixed_feelings
3158	 Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan	Positive
3159	 38000000 viewrs oh my goddddddddddddddddd  megastar the gr8	Positive
3160	 Trailer pora..Oru pathu kollam mumbulla tamil cinemade trailer polund	Negative
3161	 Oru 10 thavana kandu	Positive
3162	 Mammukka oru rakshayumilla. Mammukka mass ....	Positive
3163	 trailet ingana.appo cinema enganayundanne parayano... katta waiting..KL 40 fans	Positive
3164	 Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.	Mixed_feelings
3165	 Entee ponn ettaaa..... 1:50 ullayaa ah dialogue oru rekshayum illaaa.....  VAAA DA.....	Positive
3166	 Ipo allarkkum manasilayille lalunni charitra padam cheytal ingane undakum enn this is odiyan 2	Negative
3167	 Oru 10 pravishyM kandu ttaa rashidheee Chayim kadim marakkanda	unknown_state
3168	 Rajuattan fans & mammokka fans like	unknown_state
3169	 Trailer kandu ethil oral ella? Aru	unknown_state
3170	 Padam kandu .....sidheeq ikka ....karayipikum alle ..ithoru sheelavakanda	Positive
3171	 Ikkaaaaa masss enn vechaal ithaam masss	Positive
3172	 who delet madura raja trailer in youtube. yesterday kittiyirinu ippo link ullavark mathraman kanan saadikunath. wat happend	unknown_state
3173	 mohanlal anna ningal veru mass alla kola massaa	Positive
3174	 [ L ]      ABRAHAM QURESHI	unknown_state
3175	 6 mani aayillenkil polum ippozhe wait cheyyunna katta ettan fans like adichittu poo	unknown_state
3176	 Mohanlal. THE GREATEST OF ALL GREATES.	Positive
3177	 Pooran mamooty	Negative
3178	 Ee flim ne support cheyyunnavar kk urapundo nigalk ithi 3 IL athikam time kandit super anenn parayan pattumo?	unknown_state
3179	 entho missing aanu	Mixed_feelings
3180	 Ellarum ikka ikkaa...Njan mathram anooo unni chettane mention cheyunnadh...Unni chettante pwoli	Positive
3181	 Lucifernne EzHuayallathu varakilla nnu urapaa pakshe padam pulimuragan level hittaa athu suraa	Mixed_feelings
3182	 Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle	Positive
3183	 Variety cinemayude rajav  mammooseeee ikkaaaaaaa	Positive
3184	 Eee vishu ettan aganu konduvaa ennu parayan paranju!!!!!!	Positive
3185	 Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp	Positive
3186	 Ithippo enthinulla purappadanavo randalum koodi Suraj  Soubi	Positive
3187	 Waiting from Qatar LalettaI'd tagarkum katta support heavy 48pravasyam trailer kandu wow	Positive
3188	 Ee item vech nammal nammade pracharanam thakarkkum..	Positive
3189	 Ith nammal vijaricha unda alla makkaley ith vedi undayanu	unknown_state
3190	 enthe ponno enna lookkada mmmde eattan	Positive
3191	 Ithu kidukkum Vere Levelu Aannu Makkaleee	Positive
3192	 Heavy mass        പൊളി	Positive
3193	 15 minutes.... 151 k viewrs...	unknown_state
3194	 Adutha flop	Negative
3195	 Vere level ... Onnum parayan ella....	Positive
3196	 Mamooka ishtam. Ennitum Njan Lucifer kandu laletante acting Kidu anennu mammokka fan aya enik parayAthirikan pattilla..	Positive
3197	 Oru nalla cinema kkaayi kathirikkkunnu.    Dhayavayi ithine 100 cr pattikayil kettaruth	Mixed_feelings
3198	 Mass and class . Mammookka #faceofindiancinema . Nalla cinema aavatte	Positive
3199	 Daily 3 vattam kaanunavr undo evide?	unknown_state
3200	 Rajuettan director ayath kond ith jaikkuvairikkum	Positive
3201	 Njan oru mohanlal fan aanu ennalum trailer istapettu pwoli	Positive
3202	 Ikka scene vere level	Positive
3203	 Ithupole mooonchiya Oru padam jeevithathil kanditillaaa.....	Negative
3204	 Ithill Tovii polikumnn ullavar ivde like adii	unknown_state
3205	 Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...	Negative
3206	 NIMISHANGAL KONDU 34 K...BUT IPPO KURACHU NERAMAAI ANANGUNNILLA	unknown_state
3207	 Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting	Positive
3208	 Etinum valiya surprise enni njngallu kittan ella	Positive
3209	 LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA	Positive
3210	 Joy thakkolkaaranil ninnum oru massZz change	Positive
3211	 Njangada nattila shooting cheythe Prithviraj vere level	Positive
3212	 blast fdfs  Palakkad ntea own odiyan	unknown_state
3213	 5 million! Like adi makkale!	unknown_state
3214	 Padam 100 cr kayariyathinu shesham kanunnavarundo	Positive
3215	 Myru Padam. Kaanendaayirunnu. Ookkaanam vannittu vayya.	Negative
3216	 Lalettan & Ikka Ki Jaiii....... Frdzzz... Fishing Videos or Tech. Thalparyam ullavar nammude chanel sandharshikuka...	unknown_state
3217	 Ikka kku nalla age feel cheyuunuu	Mixed_feelings
3218	 anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli	Positive
3219	 Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi	Positive
3220	 Njan A10 Fan ann but ikka pwolikkum katta waiting	Positive
3221	 Mammookkaaaa love uuuuu ingal poliyanuuuuuu 68 alla ingakk  34 aanuuuuuu	Positive
3222	 copy annan	Negative
3223	 Like adich cmnt vaayikkunnavar like adi	unknown_state
3224	 Pandi rajaye malarthi adichu athanu lal magic	Negative
3225	 Poli poli poli .... am waiting..	Positive
3226	 Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu  athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩	Positive
3227	 Poliiiii oru rekshem illa katta waiting	Positive
3228	 Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk	Negative
3229	 369 dislike myrol ikka uyir haters myr	Negative
3230	 4m views 300k likes trending 1 Mollywood king  ലാലേട്ടൻ	unknown_state
3231	 Ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes	unknown_state
3232	 Telugu film pole masss  trailer	Positive
3233	 Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER	Positive
3234	 Mohanlal fansinte full spprt ikka pwlichadukk .	Positive
3235	 Padam kandit ittymaniyude trialer kannan vanavar uddoooo lalettan fans like theme adipoli	unknown_state
3236	 Maranamass item ente ponno  ijjathi	Positive
3237	 Lalletan fans like adikku . Fans power kaaniku	unknown_state
3238	 Happy birthday  ikka movie polkikum....	Positive
3239	 entay ponnoo kola kolli item vannu makkaleay	Positive
3240	 mass aaan ikka ninga vere level aan	Positive
3241	 laletta movie kku super response aanalloo	Positive
3242	 Mass itom. Mass dialogue. Lalettan polikum	Positive
3243	 Arokke endokke paranjalum ingal Mmale changan Dileepetta	Positive
3244	 Ee item vech nammal nammade pracharanam thakarkkum...aa item sunny alle	unknown_state
3245	 Ee dislike adichavarde sredhayk enna kanditta enth mosam kanditta dislike adichathenn koode parayamo?	Negative
3246	 Pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like	Positive
3247	 Athoru kadaya mone paranj thudangiyaal 10-30 varshathe kada parayendi varum	unknown_state
3248	 mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta	Positive
3249	 ithu kandu pazhaya school kaalam oorma vannavar ivide like adi only for govt scholl piller	unknown_state
3250	 avan Varum ente Makan Madhura Raja....	unknown_state
3251	 Deslike adicha ella punnara makkalkum nanni	Negative
3252	 Friendship day k oru cake vangi koduk...🤣🤣	unknown_state
3253	 Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla	Negative
3254	 Freezerinakathulla scene kandappo arkenkilum hollow man film orma varunnundo	Mixed_feelings
3255	 Aah nalla best marakkar...sound kettal thanne ariyam...ithu adutha neeraliyo odiyano aavanulla laksham aanu...daivame ee pulli ithu enthinulla purapadu aanu...🤣	Negative
3256	 Muppathil kooduthal thavana kanda njanalle sherikkum mess	Positive
3257	 avasanam kanjipole aavathirunal mathi all the best	Mixed_feelings
3258	 Oru tamil movie touch pole. Expect to be a good movie	Positive
3259	 Pulimurugan pole akkan ulla udesham bt release kazhinj parayam kollavo elliyo enn	Mixed_feelings
3260	 Polichu	Positive
3261	 Padam kanditt veendum trailer kaanan vannavar aarengilum undo enne pole	Positive
3262	 Ith kalki allaa ith kathi aahnu itiri	Mixed_feelings
3263	 Swantham panavum padavum aauapol experimentation undavumo;)	Mixed_feelings
3264	 Padam ettunila pottum ennu urappullavar like..	Negative
3265	 Ayyeeee....dialouge presentation ottum illa....evan enge nayakan ayi? Lalunni....evanano swayam complete actor ennu vilikanee.....myran	Negative
3266	 mammookkaye ee traileril kandu njettattavar aarum undavilla !	Positive
3267	 Oru thrilling und...  Padathilum ith muzhuneelam undakumennu karuthunnavar...  Like here	Positive
3268	 4  m views.... 300 k likes...	unknown_state
3269	 Ee cinemayke katta wait cheyyunnavarke like adikkam	unknown_state
3270	 Aayea.... ithu oru unda aavolo.... boar ....	Negative
3271	 enth moonjiya padam oombiya kadha parachil avante konathile padam	Negative
3272	 mammutty guest role aanenn thonunnu piller pwolichu 🤘🤘	unknown_state
3273	 300 cr adikkum annullavar like adi	unknown_state
3274	 Haneef adeni  Ninakevdunna mone ijjathi kolakolly items kitenne Vere level	Positive
3275	 Ithra pettenn 12 k likes	unknown_state
3276	 Padam pottumn orapulavar ivide like adik	unknown_state
3277	 No words to say katta pwoli van mass	Positive
3278	 Petrol vila karanam raja cycilil. polichu!!!!!	Positive
3279	 Mamankathinte naatukar tirur tirunnavayakkar adi like	unknown_state
3280	 Ikkenem akkenem kanan vannavar like adi...	unknown_state
3281	 Pala chettakalum chelakkatte ith onnonnara padaman	Positive
3282	 Licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left	Positive
3283	 theateril elaarkum moonjiya expression aannallo kandu kazhinju	Negative
3284	 E oru trailarinu vendiyanu njan kathirunnathu powliyanu... Kiduvanu... katta massanu....	Positive
3285	 Theatre il ninnu nenjum virich irangan aavo entho - oru odiyan orma	unknown_state
3286	 Malayala cinema yude thalavara maattum e padam	Positive
3287	 eth 14k alavalathikal aanu dislike adichath	Negative
3288	 Kidu trailer oru rakshem illa katta waiting	Positive
3289	 KGF kanda oru effect trailer kandapol kitty	Positive
3290	 Subtitle undenkil views kooduthal kittumaayirunnu. Like if u agree	unknown_state
3291	 Katta waiting aliyoo njanga malayalikalkkum nddaa mass padangal	Positive
3292	 Surajettan ippol kadhapathramayi jeevikkukayanu.. mikka cinemakalilum	Positive
3293	 Polichittund Lal ettan fans like adi	Positive
3294	 pwolikkum #Unni #mammukka oru valya vijayam aakatte	Positive
3295	 Padam kand kazhinjathin shesham vannavar like adikk	unknown_state
3296	 Pothirachi oru 4 kilo aanu 2 alla	unknown_state
3297	 Kolakolli Item Ikka war mode on	Positive
3298	 ട്രൈലെർ കിടു  Wishes to Janapriya Nayakan Dileepettan from Lalettan Fans	Positive
3299	 onnil kooduthal thavana trailer kandavar pls like here	Positive
3300	 uff trailer  mamuka mohanlal legends aanu oru tharkavum venda	Positive
3301	 1:23 PREDATOR movie BGM copycat !!! deepak dev anna	unknown_state
3302	 HAPPY BIRTHDAY IKKKAAAAAAA  LOVE YOU IKKKAAAAAAAAA	Positive
3303	 65 k ലൈക്‌ 16 k view hangayi	unknown_state
3304	 Ithilum bhayankara suspense aayi Mammukka police aayirikuo	unknown_state
3305	 massakkan  3.14 m venda 1.46 mathi love you raja	Positive
3306	 Jai marikkunnath kandappol othiri sangadamaayi	Negative
3307	 Njan Ettan fana ennaalum paraya e padam polikkum	Positive
3308	 All kerala lalettan fans  Like adikkkee Nammude power kanilkkee	unknown_state
3309	 Lalettanu Thulayam malayalam film industry yil Latten mathram...	Positive
3310	 share and support please ..njammude jayyetan vendih...chadiyan chanuduni vendi...ah adh poote Shaji pappou....vendih please	unknown_state
3311	 Kunjikkaaa fansss adi mone likeeee !!!! Ikkaaa fanss pottiiiikkk likeeee !!!!	unknown_state
3312	 Aa posteril kanda hand GOTil ullatalle	unknown_state
3313	 cinema kandu....addipoli.. adyamaayitta oru cinema adhe divasam 2 thavana theatril kaanunne	Positive
3314	 Adipoli Trailer.......   parayaan Vaaakkilaa  Lalettan fans like here	Positive
3315	 Candle shot pollikkum ennullavar like adiche	unknown_state
3316	 kure naalu koodiya oru mammookka trailer kaandu santhosham thonunnathu.	Positive
3317	 Kutam parayunavaru Maryadaku zha parayan ariyatha team anu	Negative
3318	 Jayettan + Thrissur Oru Ugran PooraM Kodiyeri makkale...  katta waitin	Positive
3319	 Ho aaa BGM. Mammookka ithu oru pwoli pwolikkum	Positive
3320	 Ithu oru onnonnara item anu makane ee........Mass alla athukkum meleee.....	Positive
3321	 Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea	Positive
3322	 Kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan	unknown_state
3323	 Fan show tikket kayyil kittiyavar like it	unknown_state
3324	 Venda kutta uruttam last dialogue polii....	Positive
3325	 Oru kannu adachu pidichittu aduth vechonnu kandunokkike	unknown_state
3326	 Malayalam comedy thug life.ithu kaanu chirichu marikkum...	unknown_state
3327	 Pavam sanjeev pillaiku enthengilum credit kodukeda nayinte makkale	Negative
3328	 1M view munne ee trailer kandvar aarokke	unknown_state
3329	 Ente mammookka  Ithokke abhinayikkanel minimum range venameda  Vere level	Positive
3330	 Idhilum Manju warrierude husbandine konna aale kandupidich kollunnathaano kadha	unknown_state
3331	 TRAILER VERE LEVEL ... ITH PWLIKKM	Positive
3332	 17k views 67k likes  pakka autolike	unknown_state
3333	 After Neram	Mixed_feelings
3334	 Nice ... Varampo kaanam engana nu ....	Positive
3335	 Trailer kandapo oru karyam urapichu #LAD	unknown_state
3336	 Dey nthonadey refresh adikumbolathekum likes okke rand erati avunnu	unknown_state
3337	 Pazhanjan formula aanaloo .....  Oru gramam	Mixed_feelings
3338	 stock roomil stuck aaayi freezing room	unknown_state
3339	 cia   bgm  tch   undalllo  copy  etttaa	Negative
3340	 Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham	Negative
3341	 waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp	Positive
3342	 4 bangalikal mannu valichu kadalilekk ittal theeravunnathe ullu ninte Japan	unknown_state
3343	 Valla 200 cr anaganam nirthiya mathiyarnnu	unknown_state
3344	 Mammootty enna name thanne mathi charithra cinimakal poyi kaanan	Positive
3345	 30 minute 34 k views padam poorikum	Positive
3346	 Anu  fans like Ikka fans comment	unknown_state
3347	 mohanlal fananu but e filim ethraku pokanonnum ella. raju ethilentha amanushikano?	Mixed_feelings
3348	 Haa 3nna oru traileraa  ↪	unknown_state
3349	 Katta waiting.. Tovino fans like adi..	unknown_state
3350	 Ith pole films aanu tamil telungu mass movies aakunnath	Positive
3351	 Malayam vaikkan ariyatavar hit like here	unknown_state
3352	 Camera style kandappo chapa kurush ormavannu	Mixed_feelings
3353	 Enna friendship day ku oru cake vangich kodk	unknown_state
3354	 Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......	Positive
3355	 Ottavakkil paranjal oru Pavam Padam.... But powerful	Positive
3356	 Perr  kand trailer nnokkan vanna thrissur karr like adik🥰🥰	unknown_state
3357	 BELARI RAJA PAZHASHI RAJA RAJADHI RAJA POKKIRI RAJA MADHURA RAJA  Ee RAJA ena peru ushirulla aanpellerkru paragitullatha	unknown_state
3358	 Ethra vattam kandu ennu areela	Positive
3359	 Dileep ettan fans like here	unknown_state
3360	 Padam kandathinu shesham ivide vannavar like	unknown_state
3361	 Verum mass alla kola mass raja daa	Positive
3362	 Kandit romanjam vernnu ikka eth ningale konde sadikku	Positive
3363	 Prithwi raj  00:57    01:01   2:19	unknown_state
3364	 Angine paranju paranju  trailer nalla YouTube chanalil thank irakki 🤩🤩 athinu irikkatte or kuthirappavan	Positive
3365	 Mamangathinte yudham kambani kanan kadakunnathe ollu	unknown_state
3366	 Lalettan fans kar okke evadeeee....   Best wishes mammookka	Positive
3367	 I HOPE THIS WILL BE THE BEST THRILLER FILM SUPERB TRAILER  ORU rakshayumilla.... Kidukaachi kidiloski item....  #Katta waiting for #Lucifer	Positive
3368	 12 hrs 1 million  views   Ikka fans hit like hear	unknown_state
3369	 Pokkiraja pole full masa entertainment allann thonunnu..nallaru storyum ullath pole 🥰	Positive
3370	 Hollywood style...mammukka Box office kidukkum..mass stylish thriller aayirikkum...	Positive
3371	 Prthvi raj  unni mukundan  aarya  evide....malty   star   chothramu...	unknown_state
3372	 Mammooty last 15mnt ulu e filmil	unknown_state
3373	 Villain tovino anengkil maari 2 kazhiyinj 2 movie as villain	unknown_state
3374	 malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...	Positive
3375	 7 million! Adi makkale like	unknown_state
3376	 Trailer avg aakki... preshakare pratheeksha veypikathe pritvii..padam pwoli aayrkm appoo...	Mixed_feelings
3377	 Trailer kidukkiiii....Lalettante Lucifer pole mammookkayude Madhurarajayum kathikkayaraan e lalettan faninte vaka prarthana undavum	Positive
3378	 Vishu stephen kondupoyinn parayan paranju ejjathi pwoli	Positive
3379	 Mammukka fansnu like adikkan ulla nool	unknown_state
3380	 Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം	unknown_state
3381	 Last atte aa adi polichu ...	Positive
3382	 E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam	Negative
3383	 charithram onnum parayanda mammunniyalle Ella malayalikalkkumariyam kuninjoru paniyum cheyyathillennu	Negative
3384	 Bgm athu kalakkii muthe sambavam lesam haram kooditha to	Positive
3385	 hoo kolamass item thannee...bgm oru rakshayumillaa	Positive
3386	 Kidu trailer mammukka ithil 100 kodi urappu anu #justus143	Positive
3387	 Vineeth srinivasan karanam aa kuduthal sredichennu thonune....	unknown_state
3388	 Nammude Dileep chettane  kodukilla like	unknown_state
3389	 ufff ikka ethe polikkum. Katta waiting	Positive
3390	 Raja  ellam adich toofan aakum	Positive
3391	 AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######	unknown_state
3392	 Enta ponney ijjathi item uff romanjam	Positive
3393	 Oru paandi gundeye Adichodukan Avn vannee	Mixed_feelings
3394	 Ikka evide  evide ennu nokkuvayirunu.. Vanapozhoo. Onnum parayan illa	Positive
3395	 Appo nammalellavarum views & Like ethrayayenn nokkan vannatha	unknown_state
3396	 After 20 hr  3M viwe	unknown_state
3397	 Adipoli super  bgm no raksha	Positive
3398	 Enta ponnu jayettooiiiii ingalu mmde thrissurle polichadakkindalloo	Positive
3399	 I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli	Positive
3400	 Annan fans plz support us	unknown_state
3401	 10 ൽ കൂടുതൽ ഈ trailer kandavar ivide varoonjhaan 16 aayi	Positive
3402	 Ithu aanu trailer alathe koore cut seens kanikkal ala	Positive
3403	 Best acter movie arkakilum orma vanno idh kandppol	unknown_state
3404	 Ettanay kanan vendiii veendum veendum varunnay njn mathrano	unknown_state
3405	 Cinema Kandavar orikkalum cinema hit ennu parayathilla	Negative
3406	 Trailer il thanne full story undallo! Padam kidilan aakatte🤓	Positive
3407	 Nthu dislikes an... Ninnekondekke dislike cheyyane pattu...	Negative
3408	 Trailer kaanan premiere ON aaki vech kaathirunnavar like adi	unknown_state
3409	 Ente molude name anu e film eragum munne ettathanu.oru 1yr munne 1st kalki may daughter	unknown_state
3410	 Dislike adichavanmare aarada....filmine kurichu valla bodham undo ninakokke....aadhyam poye pashunte chanakam kazhikki oru bodham varum	unknown_state
3411	 trailer kanditu ithenkilum pwoliyillannu thonnunu..   nb:- njan oru katta #mohalal fan aanu	Positive
3412	 Hambo ..Vere level ..Oru rakshayum illa	Positive
3413	 (Ningal ee stagil keritt Chund anakkunnath ariyathavar aara) enthoo arkoo thangiya Pole thoniyath enikk mathramanoo	Mixed_feelings
3414	 Hvy  Rajuvettan rocks 🤩🤩🤩 Lalettan	Positive
3415	 Vineeth srinivasan.....ahaa otta peru mathe.....vere onnum vendaa...	Positive
3416	 Mohanlal maathram undakiyadhu kondalla Prithviyude migacha direction kondum koode aanu padam super hit aayadh ennu thonniyavar like adikku	unknown_state
3417	 Filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii	Negative
3418	 Mammukka marana mass  Ikka fans like  Katta wi8 for mammangam	Positive
3419	 Raja is back.. Kettittille... Madhura raja	unknown_state
3420	 ethukandalariyam e padam padakkam pole pottum	Negative
3421	 Verum gust roll nu ejjathi waiting	Positive
3422	 160k like avanam ennullavar like adi	unknown_state
3423	 Ikkayude adya 100cr padamakum ithennu urappullavar like adi	Positive
3424	 Pk ramdas enna vannmaram veenu pakram aaru?STEPHEN NEDUMPALLI	unknown_state
3425	 Ellaavarum ente channel onnu nokamo ishtamayenkil subscribe cheyyamo suraj ettan soubin kidu	Positive
3426	 Ente ponno ijjathi Raya kandam vazhi oodi eetahhh	Negative
3427	 Tgf teaser kola mass aanenkil.... Abrahaminte santhathikal trailer kodoora maassum alla... Athukkum mele aanu !!	Positive
3428	 Jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan	Positive
3429	 Youthanmarude youthan njanmmala ikka#FDFS# katta w8ing	Positive
3430	 Pwolli item Mammukka Bgm Uff No words Katta waiting	Positive
3431	 Pulimuragan same climax and same location	Mixed_feelings
3432	 pullikkan stara pole undu trailer..powlikkane pisharadi eatta...thank you	Mixed_feelings
3433	 Valip padam enn thonnunavar like adi	unknown_state
3434	 Ee thavanathe onam pooramakkan  itty maani varunu	Positive
3435	 ikka       like	unknown_state
3436	 Mammoka karanjal sahikkathavar indo..valsalyam	Positive
3437	 Nge...like kuranjo???..autolikes 3g.. anyway trailer heavy	Positive
3438	 Oru raksha illa makkal poli padam like	Positive
3439	 Amboooo pwoli veree levellll       Ettn ishtm	Positive
3440	 Aju chettan polikkum nna thonnane	Positive
3441	 Raja Returns powlichu Lucifer നെ ക്കാൾ അടിപൊളി trailer	Positive
3442	 Onnum parayanilla onnu matram mammookkayaan ente  lahari..............	Positive
3443	 Etu ettichante vaka sample ane appom sherikkum ullathu enthayirikkum	unknown_state
3444	 aa penchochinte oru dialogue polum ellallo aashane??	unknown_state
3445	 50 parku  vila  ellaa	unknown_state
3446	 Soubin ikka suraj ettan lead  roll ith oru sambavam aakum katta witing kidukachi filkm	Positive
3447	 Ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie	Positive
3448	 eee prayathilum ennaaa look ekka keee	Positive
3449	 Idakkidakk like nokkan vannavar adi like	unknown_state
3450	 Ichayan pakkaa massdaaa I love tovino	Positive
3451	 Eee oru odiyan ikkade bilalnte athre muttan illa	Mixed_feelings
3452	 Indettante a dialogue kiduvanalle.. (Mahiravanan	Positive
3453	 Ambili kandavroke onnu like adiche Kanaathavar onnu kanade povalle nashtaman	Positive
3454	 Ayyeee Lucifer Oru political movie athine copy adichu madura raja Ee cinema director COPY SUNDAR  aano🤭	Negative
3455	 Direction Rajuettan aanel Standard inte glucose level high aa  Speechless	Positive
3456	 Trailer kidukki full movie kidukidukkum.. we still waiting..	Positive
3457	 Shwaasam adakki pidich trailer kandavar adik like	Positive
3458	 Ikka& unni fans onu urjathode pravarthichal 24 hour's kond 5 m adikka	unknown_state
3459	 Oru singam mmayam..  pwoli trailer	Positive
3460	 Padam kandu vannavare adi like	unknown_state
3461	 OMG  lalettaaaa ummmaaaaa rajuvettaaa ningal marana mass anu.	Positive
3462	 Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state
